Latitude,Longitude,Bridge_Condition
40.623067,-91.291789,Poor
37.465467,-88.291869,Poor
37.496225,-88.355753,Poor
37.446958,-88.307536,Poor
40.850561,-90.853103,Poor
40.850489,-90.858258,Poor
40.682214,-91.070292,Poor
40.785883,-90.988114,Poor
41.016597,-90.814753,Poor
40.793233,-91.025242,Poor
40.835353,-91.018147,Poor
41.005333,-90.786319,Poor
40.841453,-90.845414,Poor
40.835525,-90.788119,Poor
40.853219,-90.857239,Poor
40.691578,-91.045025,Poor
40.637439,-91.138344,Poor
40.912089,-90.928225,Poor
40.695169,-90.980836,Poor
40.858583,-90.882889,Poor
41.316583,-90.334458,Poor
41.316433,-90.33445,Poor
41.180558,-90.332567,Poor
41.180411,-90.332569,Poor
41.485319,-90.3389,Poor
41.485178,-90.3389,Poor
41.440342,-90.330019,Poor
41.440125,-90.274736,Poor
41.440125,-90.274539,Poor
41.258444,-90.255933,Poor
41.251028,-90.188417,Poor
41.205353,-90.118033,Poor
41.345492,-90.072508,Poor
41.29985,-90.415442,Poor
41.410056,-90.375756,Poor
41.460894,-90.360367,Poor
41.306889,-90.357847,Poor
41.469997,-90.204533,Poor
41.412572,-90.373067,Poor
41.401519,-90.086511,Poor
41.396131,-90.080353,Poor
41.3312,-90.145497,Poor
41.359203,-90.106022,Poor
41.368983,-90.082219,Poor
41.278378,-89.911081,Poor
41.285331,-90.049997,Poor
41.311681,-89.992103,Poor
41.456478,-89.972339,Poor
41.357983,-89.948469,Poor
41.245533,-89.876717,Poor
41.293231,-89.909967,Poor
41.216969,-90.358136,Poor
41.251836,-90.336822,Poor
41.453992,-90.348286,Poor
40.7636,-88.006692,Poor
40.768878,-88.006831,Poor
40.801892,-87.998408,Poor
40.802036,-87.998411,Poor
40.987317,-87.732203,Poor
40.700586,-87.684061,Poor
40.714781,-88.02845,Poor
40.594164,-87.585206,Poor
40.824981,-87.998231,Poor
40.604519,-88.055531,Poor
40.958439,-87.92255,Poor
40.699928,-87.860039,Poor
40.890078,-87.726314,Poor
40.574747,-87.703406,Poor
40.962061,-87.866986,Poor
40.906419,-87.866311,Poor
40.928839,-87.928719,Poor
40.612483,-88.045469,Poor
40.612578,-88.045342,Poor
40.859014,-87.922675,Poor
40.587858,-87.939036,Poor
40.620436,-87.933217,Poor
40.589928,-88.063039,Poor
40.590017,-88.055542,Poor
40.602206,-88.099825,Poor
40.592231,-88.061525,Poor
40.610656,-88.043225,Poor
40.608811,-87.902092,Poor
40.598858,-87.901728,Poor
40.596222,-87.768728,Poor
40.917236,-87.820539,Poor
40.880475,-88.128944,Poor
40.921008,-87.629119,Poor
40.975908,-87.526072,Poor
40.700094,-87.728108,Poor
40.694836,-87.721183,Poor
40.749519,-87.712419,Poor
40.917958,-87.904425,Poor
40.835342,-87.576958,Poor
40.800597,-87.557261,Poor
40.792625,-87.5259,Poor
40.856842,-87.899339,Poor
40.849708,-87.9416,Poor
40.778706,-88.087186,Poor
40.794756,-88.011036,Poor
40.788506,-88.070042,Poor
40.753522,-87.967675,Poor
40.756222,-87.958242,Poor
40.796914,-87.940614,Poor
40.572714,-87.874236,Poor
40.529833,-87.859644,Poor
40.572047,-87.813081,Poor
40.575783,-88.035225,Poor
40.502661,-88.068769,Poor
40.574781,-87.729733,Poor
40.9203,-87.663981,Poor
40.883708,-87.71165,Poor
40.875839,-87.709492,Poor
40.914842,-87.711811,Poor
40.912906,-87.673469,Poor
40.861569,-87.689736,Poor
40.793489,-87.705639,Poor
40.597967,-87.756089,Poor
40.609306,-87.713958,Poor
40.661864,-87.769494,Poor
40.936833,-88.035078,Poor
40.944925,-88.054314,Poor
40.724797,-87.951133,Poor
40.981225,-87.694336,Poor
40.557458,-87.967389,Poor
40.543436,-87.9395,Poor
40.486322,-87.887989,Poor
40.523714,-87.634847,Poor
40.501164,-87.526231,Poor
40.682125,-88.113117,Poor
40.717633,-87.594336,Poor
40.731467,-87.535794,Poor
40.592008,-87.570106,Poor
40.614325,-87.596364,Poor
40.648406,-87.563458,Poor
40.625847,-87.526119,Poor
40.63585,-87.571433,Poor
40.604686,-87.627519,Poor
40.767839,-87.859394,Poor
37.739739,-89.463453,Poor
37.728711,-89.175931,Poor
37.765256,-89.323314,Poor
37.751425,-89.46325,Poor
37.855211,-89.513169,Poor
37.599839,-89.239986,Poor
37.803186,-89.579553,Poor
37.730981,-89.454603,Poor
37.894497,-89.623422,Poor
37.944969,-89.379444,Poor
37.715739,-89.246883,Poor
37.673039,-89.194789,Poor
37.7528,-89.227417,Poor
37.783881,-89.342028,Poor
37.722247,-89.206339,Poor
38.942286,-88.120017,Poor
39.172894,-88.067186,Poor
39.111917,-88.190147,Poor
39.024911,-87.987278,Poor
38.978733,-88.144744,Poor
38.907153,-88.119569,Poor
39.066514,-87.971208,Poor
38.948639,-88.039653,Poor
38.94665,-88.042097,Poor
39.027633,-88.232083,Poor
38.439789,-88.952361,Poor
38.443208,-88.953417,Poor
38.309578,-88.980667,Poor
38.312669,-88.951692,Poor
38.225261,-88.903089,Poor
38.278025,-88.864861,Poor
38.264725,-88.816556,Poor
38.273881,-88.900492,Poor
38.273956,-88.733739,Poor
38.273986,-88.733928,Poor
38.2741,-88.896892,Poor
38.274097,-88.897072,Poor
38.252667,-88.985964,Poor
38.209094,-88.707836,Poor
38.439461,-88.8993,Poor
38.220625,-88.743389,Poor
38.144569,-88.833969,Poor
38.327942,-89.106681,Poor
39.015356,-90.269978,Poor
39.188819,-90.303933,Poor
42.449328,-90.046178,Poor
42.357603,-90.072425,Poor
42.200894,-90.006244,Poor
42.499575,-90.128281,Poor
42.282897,-89.944328,Poor
42.200742,-90.104369,Poor
42.474481,-90.318503,Poor
42.216808,-89.991139,Poor
42.39745,-90.194817,Poor
42.50735,-90.590447,Poor
42.373986,-90.382444,Poor
42.418386,-90.301897,Poor
42.364303,-90.159319,Poor
42.356881,-90.186219,Poor
42.237522,-90.096553,Poor
42.29875,-90.011017,Poor
42.24155,-90.091028,Poor
42.425,-90.003672,Poor
42.467722,-90.338614,Poor
42.385194,-90.122364,Poor
42.218661,-90.008669,Poor
42.428044,-90.426086,Poor
37.425325,-88.946497,Poor
37.466667,-88.942739,Poor
42.020369,-88.276453,Poor
42.020186,-88.269411,Poor
41.759414,-88.314772,Poor
42.021903,-88.283469,Poor
41.841381,-88.468319,Poor
41.781111,-88.409831,Poor
41.916453,-88.549786,Poor
41.721789,-88.444019,Poor
41.882411,-88.278164,Poor
41.956692,-88.529281,Poor
41.77895,-88.53235,Poor
41.763928,-88.561381,Poor
42.020664,-88.420369,Poor
42.046539,-88.483669,Poor
41.887586,-88.423783,Poor
42.070953,-88.401525,Poor
41.783067,-88.281833,Poor
42.041528,-88.290239,Poor
42.046547,-88.314825,Poor
41.118836,-87.835564,Poor
41.118925,-87.835564,Poor
41.13155,-87.83605,Poor
41.114278,-88.247569,Poor
41.116311,-88.135836,Poor
41.117089,-88.093994,Poor
41.227742,-87.877192,Poor
41.076569,-87.868794,Poor
41.250411,-87.8521,Poor
41.162619,-87.858181,Poor
41.108069,-87.83515,Poor
41.04745,-87.890939,Poor
41.179039,-87.632439,Poor
41.280794,-87.722428,Poor
41.140286,-87.938167,Poor
41.297439,-87.593914,Poor
41.01515,-87.790778,Poor
41.035919,-87.691139,Poor
41.148178,-87.832586,Poor
41.163961,-87.699928,Poor
41.184892,-88.243583,Poor
41.146606,-88.184414,Poor
41.186319,-87.639231,Poor
41.047111,-88.056319,Poor
41.252756,-87.545858,Poor
41.207653,-87.713017,Poor
41.099972,-88.096244,Poor
41.577197,-88.361267,Poor
41.537839,-88.334936,Poor
41.690808,-88.572469,Poor
41.468678,-88.306436,Poor
41.649711,-88.489511,Poor
41.597839,-88.541269,Poor
41.637708,-88.372017,Poor
41.536089,-88.327519,Poor
41.538219,-88.305947,Poor
41.581158,-88.406136,Poor
41.578094,-88.314517,Poor
40.949339,-90.333486,Poor
41.146019,-90.379742,Poor
40.907706,-90.087186,Poor
40.900797,-90.1572,Poor
40.87,-90.043119,Poor
41.078461,-90.334367,Poor
41.107636,-90.333553,Poor
41.107681,-90.171317,Poor
40.902769,-90.212569,Poor
40.930581,-90.317444,Poor
40.882419,-90.0996,Poor
40.882472,-90.099794,Poor
41.02405,-90.334781,Poor
40.984172,-90.344647,Poor
40.983797,-90.363875,Poor
40.982425,-90.373606,Poor
40.729372,-90.441911,Poor
40.732361,-90.405378,Poor
41.122453,-90.438208,Poor
41.073,-90.039961,Poor
40.829389,-90.147869,Poor
41.101667,-90.135197,Poor
40.860364,-90.267803,Poor
40.814711,-89.997267,Poor
40.756325,-90.009797,Poor
40.917975,-90.382636,Poor
40.844128,-90.116172,Poor
40.856553,-90.110136,Poor
40.855889,-90.345561,Poor
40.949706,-90.372494,Poor
42.161539,-88.132169,Poor
42.279,-87.846031,Poor
42.343897,-87.941283,Poor
42.343914,-87.941083,Poor
42.359564,-87.891625,Poor
42.355111,-87.829219,Poor
42.355083,-87.828694,Poor
42.288847,-87.937486,Poor
42.27665,-87.939303,Poor
42.418472,-87.945158,Poor
42.367558,-88.125867,Poor
42.488944,-87.831336,Poor
42.348689,-87.960069,Poor
42.173903,-87.785303,Poor
42.171378,-87.784122,Poor
42.167292,-87.782608,Poor
42.1889,-87.822064,Poor
42.257711,-87.824392,Poor
42.236117,-87.819892,Poor
42.357044,-87.831386,Poor
42.384689,-87.824439,Poor
41.356344,-88.828378,Poor
41.577808,-88.928008,Poor
41.579386,-88.917961,Poor
41.612392,-88.757211,Poor
41.294686,-88.836356,Poor
41.271575,-88.836811,Poor
41.485414,-88.686992,Poor
41.485811,-88.653947,Poor
41.261289,-89.129911,Poor
41.375411,-88.744911,Poor
41.375339,-88.690339,Poor
41.597839,-89.06085,Poor
41.477633,-89.049408,Poor
41.419219,-89.058494,Poor
41.318308,-88.651244,Poor
41.275725,-89.081622,Poor
41.119089,-89.075181,Poor
41.591503,-88.9157,Poor
41.398678,-88.933469,Poor
41.325731,-88.985258,Poor
41.296744,-88.609714,Poor
41.118253,-89.143214,Poor
41.310911,-89.126894,Poor
41.586828,-88.674492,Poor
41.604456,-89.051583,Poor
41.456219,-89.030839,Poor
41.483972,-89.008189,Poor
41.440469,-89.096781,Poor
41.208678,-88.930197,Poor
41.425333,-89.147211,Poor
41.534367,-88.913544,Poor
41.410631,-89.156525,Poor
41.135422,-88.860094,Poor
41.261881,-88.856228,Poor
41.168211,-88.816439,Poor
41.192342,-89.055514,Poor
41.010458,-89.027183,Poor
41.262964,-88.799833,Poor
41.135608,-88.784617,Poor
41.135622,-88.781364,Poor
41.257767,-88.761553,Poor
41.587331,-88.757686,Poor
41.317814,-88.698367,Poor
41.287431,-88.781503,Poor
41.551481,-89.014286,Poor
41.499425,-89.166497,Poor
41.346339,-89.012594,Poor
41.601497,-88.925186,Poor
41.622539,-88.799311,Poor
41.158144,-88.702269,Poor
41.505725,-88.993392,Poor
41.327894,-89.0834,Poor
41.330158,-88.720431,Poor
41.326694,-88.695497,Poor
41.327211,-88.694325,Poor
41.552422,-89.109364,Poor
41.551753,-89.121333,Poor
41.295169,-89.051336,Poor
41.361292,-88.838128,Poor
41.113956,-88.818992,Poor
41.115075,-88.82035,Poor
38.841022,-87.684525,Poor
38.755092,-87.683661,Poor
38.746417,-87.683994,Poor
38.692911,-87.693575,Poor
38.719561,-87.610256,Poor
38.719589,-87.610433,Poor
38.717225,-87.594431,Poor
38.71725,-87.594611,Poor
38.716486,-87.589394,Poor
38.712778,-87.56435,Poor
38.712806,-87.564528,Poor
38.710269,-87.547369,Poor
38.7103,-87.54755,Poor
38.717789,-87.594347,Poor
38.695681,-87.553911,Poor
38.731283,-87.761853,Poor
38.837039,-87.665553,Poor
38.8368,-87.594497,Poor
38.590631,-87.774325,Poor
38.809353,-87.796531,Poor
38.655461,-87.863333,Poor
38.852147,-87.674869,Poor
38.723072,-87.8903,Poor
38.804419,-87.807039,Poor
38.835111,-87.851831,Poor
38.612186,-87.721969,Poor
38.798369,-87.688069,Poor
38.803397,-87.722217,Poor
38.6143,-87.868497,Poor
38.608778,-87.770383,Poor
38.678803,-87.589364,Poor
38.8203,-87.809067,Poor
38.653289,-87.863564,Poor
38.8211,-87.722792,Poor
38.641311,-87.816381,Poor
38.705153,-87.7599,Poor
38.602386,-87.636972,Poor
38.605053,-87.627644,Poor
41.759247,-89.103039,Poor
41.759214,-89.112775,Poor
41.837003,-89.311636,Poor
41.766436,-89.151631,Poor
41.744506,-89.151631,Poor
41.78395,-89.034614,Poor
41.832242,-89.090919,Poor
41.744194,-89.554336,Poor
41.686103,-89.593711,Poor
41.628222,-89.384542,Poor
41.797667,-89.496803,Poor
41.891206,-89.395664,Poor
41.675647,-89.320089,Poor
41.722156,-89.322597,Poor
41.852875,-89.192233,Poor
41.786964,-89.178381,Poor
41.628589,-89.162819,Poor
41.849292,-89.503356,Poor
41.602131,-89.612439,Poor
41.724169,-89.26605,Poor
41.743525,-89.190244,Poor
41.683644,-89.415808,Poor
41.625769,-89.382006,Poor
41.866436,-89.394903,Poor
41.777203,-89.582481,Poor
41.873136,-89.564969,Poor
41.86465,-89.592289,Poor
41.875497,-89.131436,Poor
41.817736,-89.102739,Poor
41.806569,-89.515142,Poor
41.772556,-89.477167,Poor
41.801497,-89.513261,Poor
41.628822,-89.189908,Poor
41.628786,-89.212903,Poor
41.752269,-89.112836,Poor
41.802856,-89.112642,Poor
41.769389,-89.000742,Poor
41.716375,-89.032817,Poor
41.747067,-89.034133,Poor
41.762375,-88.980931,Poor
41.743347,-89.283117,Poor
41.827939,-89.313211,Poor
41.716467,-89.23845,Poor
41.887531,-89.577389,Poor
41.671786,-89.071722,Poor
41.658161,-88.978669,Poor
40.944133,-88.580508,Poor
40.749783,-88.377778,Poor
41.062131,-88.768264,Poor
40.871683,-88.824356,Poor
40.747489,-88.243189,Poor
41.042031,-88.306389,Poor
41.093667,-88.450781,Poor
40.918547,-88.643222,Poor
41.094222,-88.834042,Poor
40.98955,-88.873006,Poor
40.973622,-88.729553,Poor
40.952989,-88.743667,Poor
41.086578,-88.775631,Poor
41.072114,-88.775875,Poor
41.099839,-88.909689,Poor
41.045506,-88.852581,Poor
40.854811,-88.853392,Poor
41.067236,-88.898286,Poor
40.97475,-88.834936,Poor
40.867617,-88.834358,Poor
41.066539,-88.3141,Poor
41.050453,-88.814253,Poor
41.049694,-88.496664,Poor
41.052569,-88.262153,Poor
41.020175,-88.53115,Poor
41.027894,-88.776836,Poor
40.934186,-88.701106,Poor
40.931203,-88.736044,Poor
40.905581,-88.410853,Poor
40.859058,-88.650675,Poor
40.702644,-88.558753,Poor
41.102331,-88.565947,Poor
40.774381,-88.526153,Poor
41.004708,-88.378756,Poor
40.839789,-88.355319,Poor
41.008119,-88.324242,Poor
41.113381,-88.290194,Poor
40.974414,-88.776486,Poor
40.931906,-88.638961,Poor
41.006183,-88.493244,Poor
41.039422,-88.872397,Poor
41.106175,-88.866108,Poor
40.655714,-88.478553,Poor
41.073175,-88.327053,Poor
41.011194,-88.738547,Poor
41.0703,-88.712044,Poor
40.976606,-88.549847,Poor
41.106717,-88.758342,Poor
41.091939,-88.424122,Poor
40.112439,-89.416633,Poor
40.243336,-89.582475,Poor
40.161619,-89.580061,Poor
40.233114,-89.5861,Poor
40.283944,-89.332953,Poor
40.238131,-89.169447,Poor
40.157847,-89.579992,Poor
40.135642,-89.342492,Poor
40.072678,-89.371719,Poor
40.208467,-89.3547,Poor
40.037639,-89.395294,Poor
39.997808,-89.39525,Poor
40.260678,-89.333117,Poor
40.265889,-89.326456,Poor
40.009469,-89.502967,Poor
40.033814,-89.333408,Poor
39.948267,-89.329672,Poor
39.9375,-89.310836,Poor
39.931689,-89.310842,Poor
39.944267,-89.268208,Poor
40.309183,-89.489078,Poor
40.248222,-89.54475,Poor
40.17645,-89.523564,Poor
40.160708,-89.372089,Poor
40.507389,-90.503231,Poor
40.549767,-90.543661,Poor
40.319767,-90.754675,Poor
40.294775,-90.771953,Poor
40.322581,-90.563769,Poor
40.593278,-90.503756,Poor
40.562578,-90.523269,Poor
40.601275,-90.588933,Poor
40.581589,-90.847225,Poor
40.383372,-90.600272,Poor
40.382956,-90.765892,Poor
40.434092,-90.824611,Poor
40.327853,-90.732058,Poor
40.284983,-90.50855,Poor
40.477592,-90.676258,Poor
42.450867,-88.299581,Poor
42.364931,-88.472861,Poor
42.40855,-88.642344,Poor
42.263819,-88.559808,Poor
42.261625,-88.559819,Poor
42.396847,-88.617608,Poor
42.422728,-88.687114,Poor
42.304706,-88.559575,Poor
42.365922,-88.501389,Poor
42.489947,-88.697808,Poor
42.385622,-88.697297,Poor
42.356772,-88.634183,Poor
42.36155,-88.550181,Poor
42.3984,-88.413931,Poor
42.39345,-88.413947,Poor
42.226642,-88.427369,Poor
42.287106,-88.260953,Poor
42.356767,-88.652261,Poor
42.320711,-88.312958,Poor
42.247031,-88.5026,Poor
42.414339,-88.441953,Poor
42.257406,-88.7055,Poor
42.315058,-88.657047,Poor
42.213175,-88.474839,Poor
42.399619,-88.431181,Poor
42.247889,-88.506597,Poor
42.436425,-88.458178,Poor
42.276742,-88.510042,Poor
42.430844,-88.292506,Poor
42.182428,-88.641372,Poor
42.428972,-88.405378,Poor
42.440069,-88.296006,Poor
42.297914,-88.494489,Poor
42.265442,-88.521756,Poor
42.187372,-88.260783,Poor
42.187678,-88.229108,Poor
42.266114,-88.6647,Poor
42.379097,-88.257267,Poor
42.444061,-88.660517,Poor
42.331547,-88.295967,Poor
42.276314,-88.300906,Poor
42.278092,-88.201983,Poor
42.345928,-88.292344,Poor
42.337792,-88.445589,Poor
42.242436,-88.202294,Poor
40.325528,-88.984644,Poor
40.459369,-88.983297,Poor
40.741114,-88.754925,Poor
40.74175,-88.69895,Poor
40.486042,-88.657969,Poor
40.539089,-89.041911,Poor
40.466825,-89.030272,Poor
40.538817,-88.963361,Poor
40.42695,-88.95365,Poor
40.4005,-88.901289,Poor
40.389503,-88.875531,Poor
40.311269,-89.163089,Poor
40.408186,-89.053917,Poor
40.499381,-88.965347,Poor
40.480628,-89.015917,Poor
40.504939,-88.980903,Poor
40.498722,-88.991031,Poor
40.563219,-88.896619,Poor
40.563356,-88.894756,Poor
39.836042,-88.913525,Poor
39.850547,-88.793878,Poor
39.852292,-88.883342,Poor
39.852339,-88.883547,Poor
39.894203,-89.006789,Poor
39.894094,-89.006944,Poor
39.910125,-88.894317,Poor
39.880075,-89.09155,Poor
39.882661,-88.864631,Poor
39.882764,-88.861231,Poor
39.775108,-88.924406,Poor
39.836347,-88.899675,Poor
39.857911,-89.003389,Poor
40.049133,-89.111197,Poor
39.957839,-89.124381,Poor
39.723642,-89.102981,Poor
39.748161,-89.028139,Poor
39.802111,-88.868439,Poor
39.807492,-88.835417,Poor
39.802461,-88.844878,Poor
39.735631,-89.043389,Poor
39.919253,-88.745322,Poor
39.807506,-89.156169,Poor
39.775467,-88.882906,Poor
40.055347,-88.798231,Poor
39.964131,-88.959814,Poor
39.740558,-88.892583,Poor
39.859058,-89.161181,Poor
39.717469,-89.140331,Poor
39.880944,-89.105994,Poor
40.020453,-89.066767,Poor
39.979511,-89.047903,Poor
40.040506,-89.123314,Poor
40.011864,-88.801781,Poor
39.811847,-89.156172,Poor
39.757594,-89.089317,Poor
40.028,-88.783561,Poor
39.919367,-88.803147,Poor
39.755181,-88.890844,Poor
39.669247,-89.041431,Poor
40.025442,-88.829836,Poor
39.777431,-88.948497,Poor
40.046883,-89.085372,Poor
39.806861,-89.142317,Poor
39.922325,-88.803139,Poor
39.859336,-89.148456,Poor
39.966128,-88.875106,Poor
39.679814,-88.997,Poor
39.704244,-88.901664,Poor
39.658808,-88.921169,Poor
39.862811,-88.926789,Poor
39.820606,-88.926772,Poor
39.804481,-88.937192,Poor
39.933794,-88.978681,Poor
39.113572,-90.141781,Poor
39.325692,-89.870969,Poor
39.214136,-89.812644,Poor
39.071981,-89.756189,Poor
39.049364,-90.052478,Poor
39.427894,-89.868969,Poor
39.375114,-90.078072,Poor
39.390003,-89.981392,Poor
39.319961,-90.08825,Poor
39.346731,-90.094381,Poor
39.515219,-89.863203,Poor
39.494122,-89.735381,Poor
39.436844,-90.005417,Poor
39.146117,-90.023442,Poor
39.35505,-89.734297,Poor
39.20685,-90.000619,Poor
39.308469,-89.818606,Poor
39.310597,-89.956828,Poor
39.265053,-89.739047,Poor
39.214992,-89.817133,Poor
39.183586,-90.090758,Poor
39.147144,-89.74835,Poor
39.147506,-89.74455,Poor
39.05695,-89.988842,Poor
39.412469,-89.765369,Poor
39.514625,-89.73425,Poor
39.387481,-89.718519,Poor
39.371769,-89.708781,Poor
39.263,-89.735825,Poor
39.043169,-89.985519,Poor
39.361522,-90.037033,Poor
39.025333,-90.053072,Poor
39.325992,-89.99005,Poor
39.490339,-89.841164,Poor
39.208886,-89.795625,Poor
39.124831,-89.7606,Poor
39.50065,-89.855964,Poor
39.334678,-89.831956,Poor
39.042133,-89.893789,Poor
39.042561,-89.937642,Poor
39.166006,-89.718586,Poor
39.107875,-89.790431,Poor
38.756717,-90.025158,Poor
38.756714,-90.024811,Poor
38.761653,-90.142247,Poor
38.716525,-89.830236,Poor
38.668042,-90.047264,Poor
38.741253,-90.002006,Poor
38.911703,-90.136894,Poor
38.723961,-90.070828,Poor
38.665494,-90.090747,Poor
38.818978,-89.994094,Poor
38.818833,-89.994092,Poor
38.894953,-89.927761,Poor
38.899058,-90.027239,Poor
38.987789,-90.260531,Poor
38.940408,-89.734258,Poor
38.923947,-90.056864,Poor
38.990119,-89.731447,Poor
38.913433,-89.758892,Poor
38.713417,-89.693211,Poor
38.667997,-89.833917,Poor
38.749794,-89.874589,Poor
38.655686,-89.623158,Poor
38.903128,-89.79185,Poor
38.691825,-89.649589,Poor
38.693292,-89.609972,Poor
38.699656,-89.772931,Poor
38.919289,-89.906239,Poor
38.759014,-89.882856,Poor
38.958758,-89.873103,Poor
38.936933,-89.902617,Poor
38.6982,-89.92375,Poor
38.850422,-89.999911,Poor
38.930242,-90.132244,Poor
38.819647,-89.801925,Poor
38.918383,-90.142586,Poor
38.897133,-90.157231,Poor
38.917381,-90.176711,Poor
38.784969,-89.964222,Poor
38.789425,-89.932492,Poor
38.790528,-89.936264,Poor
38.884283,-89.917714,Poor
38.558769,-89.128994,Poor
38.695114,-89.095464,Poor
38.519942,-88.961794,Poor
38.644131,-89.104869,Poor
38.573617,-88.999903,Poor
38.519508,-88.727733,Poor
38.800739,-88.994489,Poor
38.550181,-89.050978,Poor
38.702078,-89.13865,Poor
38.6498,-89.139547,Poor
38.630408,-89.140128,Poor
38.821406,-89.123333,Poor
38.6656,-89.023581,Poor
38.800192,-88.867194,Poor
38.678878,-88.73575,Poor
38.634464,-89.128522,Poor
38.762339,-89.081914,Poor
38.623075,-88.790128,Poor
38.476772,-88.713661,Poor
41.026336,-89.420528,Poor
40.996472,-89.443411,Poor
40.9976,-89.443261,Poor
41.033331,-89.630044,Poor
40.938161,-89.14365,Poor
41.109892,-89.353272,Poor
40.923603,-89.310739,Poor
41.074956,-89.528764,Poor
41.136694,-89.432961,Poor
41.103897,-89.224167,Poor
41.089553,-89.162164,Poor
41.052281,-89.143519,Poor
40.941464,-89.124436,Poor
40.999494,-89.195742,Poor
40.926419,-89.34735,Poor
41.049247,-89.466478,Poor
40.983936,-89.505603,Poor
41.027133,-89.441633,Poor
40.295019,-90.074122,Poor
40.293619,-89.771836,Poor
40.351472,-89.791008,Poor
40.189203,-89.862061,Poor
40.175008,-89.759819,Poor
37.287753,-88.748886,Poor
37.287614,-88.748839,Poor
37.122511,-88.497286,Poor
37.232478,-88.631442,Poor
37.129481,-88.621394,Poor
37.091131,-88.565631,Poor
37.263244,-88.793767,Poor
37.254647,-88.665839,Poor
37.305989,-88.857031,Poor
37.183775,-88.728211,Poor
37.248986,-88.739808,Poor
37.257481,-88.77785,Poor
37.290147,-88.729108,Poor
37.191244,-88.737778,Poor
40.106019,-89.754128,Poor
40.115517,-89.952836,Poor
40.112083,-89.952831,Poor
40.061853,-89.875928,Poor
40.041381,-89.679978,Poor
40.155625,-89.672953,Poor
40.112683,-89.966953,Poor
41.158075,-90.587772,Poor
41.099806,-90.589011,Poor
41.270906,-90.735928,Poor
41.071708,-90.550281,Poor
41.134844,-90.647214,Poor
41.109114,-90.568686,Poor
41.234517,-90.613222,Poor
41.115881,-90.532717,Poor
41.148831,-90.730667,Poor
41.224419,-91.053339,Poor
41.284872,-90.609661,Poor
41.275658,-90.783506,Poor
41.302764,-90.887928,Poor
41.253828,-90.822869,Poor
41.269706,-90.822392,Poor
38.295919,-90.323758,Poor
38.29665,-90.307725,Poor
38.22265,-90.23565,Poor
38.20335,-90.297358,Poor
38.426261,-90.202169,Poor
38.164928,-90.205119,Poor
38.444625,-90.231994,Poor
38.303536,-89.957306,Poor
38.438222,-90.203878,Poor
39.479875,-89.645572,Poor
39.444586,-89.644708,Poor
39.118933,-89.311256,Poor
39.141508,-89.513872,Poor
39.0725,-89.598267,Poor
39.042325,-89.373103,Poor
39.0455,-89.623883,Poor
39.246447,-89.434844,Poor
39.217156,-89.504389,Poor
39.181064,-89.254272,Poor
39.071264,-89.339064,Poor
39.177131,-89.344683,Poor
39.230492,-89.288103,Poor
39.312311,-89.269947,Poor
39.047711,-89.264708,Poor
39.028108,-89.518967,Poor
39.344131,-89.363556,Poor
39.108044,-89.52095,Poor
39.202964,-89.277156,Poor
39.241428,-89.646425,Poor
39.219986,-89.679931,Poor
39.161139,-89.489806,Poor
39.747981,-90.212172,Poor
39.6867,-90.228661,Poor
39.714075,-90.176667,Poor
39.713947,-90.176794,Poor
39.847689,-90.107231,Poor
39.627464,-90.291272,Poor
39.730875,-90.135056,Poor
39.851258,-90.145339,Poor
39.860594,-90.032161,Poor
39.73235,-90.206869,Poor
39.7595,-90.266011,Poor
39.694411,-90.182247,Poor
39.632611,-90.268078,Poor
39.544186,-90.163433,Poor
39.728842,-90.226819,Poor
39.728722,-90.229161,Poor
39.759836,-90.234339,Poor
39.595714,-89.945578,Poor
39.634056,-88.713403,Poor
39.652369,-88.758436,Poor
39.719808,-88.705036,Poor
39.695775,-88.719239,Poor
39.768731,-88.710081,Poor
39.637072,-88.580478,Poor
39.60975,-88.549461,Poor
39.721883,-88.663217,Poor
39.695472,-88.596556,Poor
39.702864,-88.589703,Poor
39.768583,-88.514547,Poor
39.739361,-88.57065,Poor
39.609347,-88.803414,Poor
39.663328,-88.765889,Poor
42.047725,-89.6787,Poor
41.961417,-89.627892,Poor
41.943808,-89.451031,Poor
42.174278,-89.290731,Poor
42.155247,-89.647831,Poor
42.146981,-89.096531,Poor
42.040417,-89.000561,Poor
42.095578,-89.218258,Poor
42.077906,-89.166086,Poor
42.071792,-89.349783,Poor
41.981469,-89.443942,Poor
41.959811,-89.448675,Poor
42.148317,-88.93975,Poor
42.04575,-89.363842,Poor
41.903164,-89.505039,Poor
42.059464,-89.30125,Poor
41.916358,-89.070261,Poor
41.926147,-89.05865,Poor
41.9193,-89.06195,Poor
41.9196,-89.059003,Poor
40.5627,-89.743942,Poor
40.569642,-89.717003,Poor
40.660025,-89.6378,Poor
40.8266,-89.561667,Poor
40.826472,-89.561772,Poor
40.940306,-89.629317,Poor
40.965497,-89.927328,Poor
40.851772,-89.965769,Poor
40.681231,-89.65615,Poor
40.782378,-89.859006,Poor
40.745072,-89.744611,Poor
40.703283,-89.630281,Poor
40.774111,-89.752981,Poor
40.747939,-89.687361,Poor
40.813917,-89.568758,Poor
40.808092,-89.832467,Poor
40.834911,-89.889561,Poor
40.83485,-89.889403,Poor
40.742581,-89.667689,Poor
40.741333,-89.668103,Poor
40.741544,-89.667661,Poor
40.741461,-89.673058,Poor
